NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
PELI2	1	ENSG00000139946	
GPA33	1	ENSG00000143167	
SH3GL1P1	1	ENSG00000266777	
RABAC1	1	ENSG00000105404	
HSPA9P1	1	ENSG00000226666	
UPK2	1	ENSG00000110375	
TRPC6P10	1	ENSG00000226874	
SLC30A6P1	1	ENSG00000232277	
RUVBL2	1	ENSG00000183207	
RUVBL1	1	ENSG00000175792	
EPM2A	1	ENSG00000112425	
AGTPBP1	1	ENSG00000135049	
S100A2	1	ENSG00000196754	
S100A1	1	ENSG00000160678	
OLFM4	1	ENSG00000102837	
FTSJ1	1	ENSG00000068438	
STON1-GTF2A1L	1	ENSG00000068781	
FRMD1	1	ENSG00000153303	
FTSJ3	1	ENSG00000108592	
FRMD3	1	ENSG00000172159	
OLFM1	1	ENSG00000130558	
OLFM2	1	ENSG00000105088	
FRMD5	1	ENSG00000171877	
EVA1CP6	1	ENSG00000251610	
TXLNA	1	ENSG00000084652	
OLFM3	1	ENSG00000118733	
FRMD6	1	ENSG00000139926	
MAPKAPK3	1	ENSG00000114738	
TXLNB	1	ENSG00000164440	
FRMD7	1	ENSG00000165694	
FRMD8	1	ENSG00000126391	
MAPKAPK2	1	ENSG00000162889	
S100A6	1	ENSG00000197956	
PFN1P1	1	ENSG00000233328	
S100A5	1	ENSG00000196420	
EVA1CP1	1	ENSG00000249563	
PFN1P2	1	ENSG00000270392	
MAPKAPK5	1	ENSG00000089022	
S100A4	1	ENSG00000196154	
S100A3	1	ENSG00000188015	
EVA1CP4	1	ENSG00000255147	
S100A9	1	ENSG00000163220	
PFN1P6	1	ENSG00000227212	
EVA1CP5	1	ENSG00000244699	
S100A8	1	ENSG00000143546	
PFN1P3	1	ENSG00000234367	
EVA1CP2	1	ENSG00000271977	
S100A7	1	ENSG00000143556	
PFN1P4	1	ENSG00000225080	
EVA1CP3	1	ENSG00000243531	
PFN1P9	1	ENSG00000227205	
PFN1P8	1	ENSG00000244371	
UBFD1	1	ENSG00000103353	
MAPRE1P2	1	ENSG00000250076	
MAPRE1P3	1	ENSG00000233204	
OR7E117P	1	ENSG00000238161	
MAPRE1P1	1	ENSG00000253915	
LVRN	1	ENSG00000172901	
PRELID2P1	1	ENSG00000257336	
CLLU1	1	ENSG00000257127	
OR7E116P	1	ENSG00000225072	
CUBNP3	1	ENSG00000235690	
CUBNP2	1	ENSG00000234993	
CALR3	1	ENSG00000269058	
CRYBG2	1	ENSG00000176092	
CRYBG1	1	ENSG00000112297	
CRYBG3	1	ENSG00000080200	
EEF1A1P10	1	ENSG00000243746	
OR7E115P	1	ENSG00000182531	
EEF1A1P11	1	ENSG00000228502	
EEF1A1P12	1	ENSG00000214199	
EEF1A1P13	1	ENSG00000250182	
EEF1A1P14	1	ENSG00000233057	
PMEPA1	1	ENSG00000124225	
EEF1A1P15	1	ENSG00000213704	
UPP2	1	ENSG00000007001	
EEF1A1P16	1	ENSG00000213235	
UPP1	1	ENSG00000183696	
EEF1A1P17	1	ENSG00000257907	
DNM1L	1	ENSG00000087470	
EEF1A1P18	1	ENSG00000270775	
EEF1A1P19	1	ENSG00000249855	
PELP1	1	ENSG00000141456	
SIGMAR1	1	ENSG00000147955	
QTRT1	1	ENSG00000213339	
PPM1A	1	ENSG00000100614	
QTRT2	1	ENSG00000151576	
PPM1B	1	ENSG00000138032	
PRR23D3P	1	ENSG00000254776	
CUBNP1	1	ENSG00000231009	
PPM1L	1	ENSG00000163590	
PPM1M	1	ENSG00000164088	
SHCBP1L	1	ENSG00000157060	
PPM1N	1	ENSG00000213889	
PPM1H	1	ENSG00000111110	
AFG1L	1	ENSG00000135537	
PPM1J	1	ENSG00000155367	
PPM1K	1	ENSG00000163644	
BARX1	1	ENSG00000131668	
PPM1D	1	ENSG00000170836	
BARX2	1	ENSG00000043039	
PPM1E	1	ENSG00000175175	
OR2T32P	1	ENSG00000197067	
PPM1F	1	ENSG00000100034	
PPM1G	1	ENSG00000115241	
TP53INP2	1	ENSG00000078804	
TP53INP1	1	ENSG00000164938	
PSG10P	1	ENSG00000248257	
C4BPAP2	1	ENSG00000232621	
MCOLN3	1	ENSG00000055732	
PRRX1	1	ENSG00000116132	
PRRX2	1	ENSG00000167157	
C4BPAP1	1	ENSG00000224462	
LYSMD2	1	ENSG00000140280	
LYSMD1	1	ENSG00000163155	
TPD52L3	1	ENSG00000170777	
LYSMD4	1	ENSG00000183060	
LYSMD3	1	ENSG00000176018	
MCOLN1	1	ENSG00000090674	
TPD52L1	1	ENSG00000111907	
TPD52L2	1	ENSG00000101150	
MCOLN2	1	ENSG00000153898	
TMLHE	1	ENSG00000185973	
ALDH8A1	1	ENSG00000118514	
TMPRSS11CP	1	ENSG00000232398	
JPT1	1	ENSG00000189159	
STRADBP1	1	ENSG00000213205	
ASLP1	1	ENSG00000244723	
JPT2	1	ENSG00000206053	
JMJD1C	1	ENSG00000171988	
CYB5D2	1	ENSG00000167740	
CYB5D1	1	ENSG00000182224	
EEF1A1P50	1	ENSG00000235253	
RASSF2	1	ENSG00000101265	
RASSF3	1	ENSG00000153179	
RASSF4	1	ENSG00000107551	
RASSF5	1	ENSG00000266094	
RASSF6	1	ENSG00000169435	
NEFMP1	1	ENSG00000224697	
CALN1	1	ENSG00000183166	
RPL26P20	1	ENSG00000219722	
WDR45P1	1	ENSG00000248208	
OR7E122P	1	ENSG00000215160	
OR2Q1P	1	ENSG00000273377	
EEF1A1P40	1	ENSG00000231144	
EEF1A1P41	1	ENSG00000223600	
EEF1A1P44	1	ENSG00000236468	
C5orf15	1	ENSG00000113583	
EEF1A1P45	1	ENSG00000244503	
EEF1A1P46	1	ENSG00000215899	
EEF1A1P47	1	ENSG00000255450	
CD2BP2	1	ENSG00000169217	
LORICRIN	1	ENSG00000203782	
EEF1A1P48	1	ENSG00000229239	
UPRT	1	ENSG00000094841	
EEF1A1P49	1	ENSG00000255127	
RPL26P19	1	ENSG00000226221	
RPL26P13	1	ENSG00000213495	
PLA1A	1	ENSG00000144837	
RPL26P15	1	ENSG00000233829	
RPL26P31	1	ENSG00000242807	
RPL26P34	1	ENSG00000225404	
RPL26P30	1	ENSG00000236264	
OR7E121P	1	ENSG00000244222	
ZMPSTE24	1	ENSG00000084073	
H2BL1P	1	ENSG00000223497	
C5orf24	1	ENSG00000181904	
C5orf22	1	ENSG00000082213	
EEF1A1P30	1	ENSG00000237757	
EEF1A1P31	1	ENSG00000237859	
EEF1A1P32	1	ENSG00000213046	
EEF1A1P33	1	ENSG00000258846	
EEF1A1P34	1	ENSG00000233324	
RPL35AP	1	ENSG00000234075	
EEF1A1P35	1	ENSG00000250144	
EEF1A1P36	1	ENSG00000223912	
RPL26P29	1	ENSG00000234806	
EEF1A1P37	1	ENSG00000254124	
EEF1A1P38	1	ENSG00000261557	
EEF1A1P39	1	ENSG00000230125	
IDSP1	1	ENSG00000176289	
RPL26P27	1	ENSG00000226493	
RPL26P26	1	ENSG00000242595	
TRAV12-3	1	ENSG00000211794	
TRAV12-2	1	ENSG00000211789	
TRAV12-1	1	ENSG00000211785	
RASSF7	1	ENSG00000099849	
DCLK3	1	ENSG00000163673	
RASSF8	1	ENSG00000123094	
DCLK2	1	ENSG00000170390	
RASSF9	1	ENSG00000198774	
DCLK1	1	ENSG00000133083	
C5orf34	1	ENSG00000172244	
EEF1A1P20	1	ENSG00000249963	
EEF1A1P21	1	ENSG00000249542	
EEF1A1P22	1	ENSG00000259612	
EEF1A1P23	1	ENSG00000236297	
EEF1A1P24	1	ENSG00000223668	
EEF1A1P25	1	ENSG00000241429	
EEF1A1P26	1	ENSG00000233167	
CALM3	1	ENSG00000160014	
EEF1A1P27	1	ENSG00000179460	
EEF1A1P28	1	ENSG00000237709	
CALM1	1	ENSG00000198668	
EEF1A1P29	1	ENSG00000215093	
RPL26P36	1	ENSG00000225912	
CALM2	1	ENSG00000143933	
RPL26P35	1	ENSG00000244229	
RPL26P37	1	ENSG00000235175	
INTS11	1	ENSG00000127054	
INTS12	1	ENSG00000138785	
INTS13	1	ENSG00000064102	
INTS14	1	ENSG00000138614	
INTS10	1	ENSG00000104613	
FLYWCH1P1	1	ENSG00000239516	
SECTM1	1	ENSG00000141574	
INTS15	1	ENSG00000146576	
C5orf46	1	ENSG00000178776	
C5orf49	1	ENSG00000215217	
C5orf47	1	ENSG00000185056	
LINC01148	1	ENSG00000258804	
MTND4LP1	1	ENSG00000231501	
GRIPAP1	1	ENSG00000068400	
MTND4LP2	1	ENSG00000248315	
LINC01145	1	ENSG00000272419	
MTND4LP9	1	ENSG00000227795	
MTND4LP7	1	ENSG00000240791	
MTND4LP5	1	ENSG00000270350	
C5orf52	1	ENSG00000187658	
MTND4LP3	1	ENSG00000239632	
C5orf58	1	ENSG00000234511	
POPDC2	1	ENSG00000121577	
POPDC3	1	ENSG00000132429	
DEFA9P	1	ENSG00000233238	
DERL3	1	ENSG00000099958	
DERL1	1	ENSG00000136986	
CRYBA2	1	ENSG00000163499	
FAM220BP	1	ENSG00000176007	
C5orf60	1	ENSG00000204661	
DERL2	1	ENSG00000072849	
TXLNG	1	ENSG00000086712	
CRYBA1	1	ENSG00000108255	
CRYBA4	1	ENSG00000196431	
C5orf64	1	ENSG00000178722	
C5orf63	1	ENSG00000164241	
EXOSC7	1	ENSG00000075914	
EXOSC6	1	ENSG00000223496	
C5orf67	1	ENSG00000225940	
EXOSC5	1	ENSG00000077348	
RPS6P8	1	ENSG00000224221	
RPS6P7	1	ENSG00000219253	
EXOSC9	1	ENSG00000123737	
EXOSC8	1	ENSG00000120699	
RPS6P2	1	ENSG00000231541	
EXOSC3	1	ENSG00000107371	
EXOSC2	1	ENSG00000130713	
LINC01169	1	ENSG00000259471	
EXOSC1	1	ENSG00000171311	
RPS6P4	1	ENSG00000244571	
RPS6P3	1	ENSG00000237549	
LINC01164	1	ENSG00000189275	
DEFA8P	1	ENSG00000223629	
CRYBB1	1	ENSG00000100122	
CRYBB3	1	ENSG00000100053	
CRYBB2	1	ENSG00000244752	
FAM220CP	1	ENSG00000213612	
DEFA7P	1	ENSG00000206042	
EIF4A3P1	1	ENSG00000266181	
WWC1	1	ENSG00000113645	
WWC2	1	ENSG00000151718	
PPME1	1	ENSG00000214517	
KHSRP	1	ENSG00000088247	
CCRL2	1	ENSG00000121797	
WWC3	1	ENSG00000047644	
TRAV38-1	1	ENSG00000211816	
RNF152P1	1	ENSG00000214190	
MAT1A	1	ENSG00000151224	
CKLF-CMTM1	1	ENSG00000254788	
MASP2	1	ENSG00000009724	
MASP1	1	ENSG00000127241	
PSMD10	1	ENSG00000101843	
CALCA	1	ENSG00000110680	
PSMD12	1	ENSG00000197170	
PSMD11	1	ENSG00000108671	
CALCB	1	ENSG00000175868	
PSMD14	1	ENSG00000115233	
PSMD13	1	ENSG00000185627	
AK3P7	1	ENSG00000270941	
CALCR	1	ENSG00000004948	
CALD1	1	ENSG00000122786	
AK3P5	1	ENSG00000228816	
AK3P6	1	ENSG00000255838	
AK3P3	1	ENSG00000230042	
AK3P4	1	ENSG00000248722	
AK3P2	1	ENSG00000250115	
MIR9-1HG	1	ENSG00000125462	
FDPS	1	ENSG00000160752	
CYRIB	1	ENSG00000153310	
CYRIA	1	ENSG00000197872	
TIMM10B	1	ENSG00000132286	
QDPR	1	ENSG00000151552	
OR5AL2P	1	ENSG00000255466	
MAST4	1	ENSG00000069020	
MAST3	1	ENSG00000099308	
CPXM2	1	ENSG00000121898	
PRKCSH	1	ENSG00000130175	
MAST2	1	ENSG00000086015	
MAST1	1	ENSG00000105613	
DNAAF11	1	ENSG00000129295	
DNAAF10	1	ENSG00000243667	
CALB2	1	ENSG00000172137	
RPL7AP3	1	ENSG00000256243	
RPL7AP2	1	ENSG00000241984	
CALB1	1	ENSG00000104327	
RPL7AP7	4	ENSG00000237554:ENSG00000233113:ENSG00000233465:ENSG00000213880	
RPL7AP6	1	ENSG00000242071	
RPL7AP5	1	ENSG00000240210	
RPL7AP4	1	ENSG00000213641	
TIMM17A	1	ENSG00000134375	
MLST8	1	ENSG00000167965	
TIMM17B	1	ENSG00000126768	
CPXM1	1	ENSG00000088882	
CYREN	1	ENSG00000122783	
POU1F1	1	ENSG00000064835	
AZGP1P1	1	ENSG00000214313	
SLC5A4P1	1	ENSG00000255116	
AZGP1P2	1	ENSG00000214252	
TUBAP11	1	ENSG00000259751	
TUBAP12	1	ENSG00000259614	
RPL7AP9	1	ENSG00000213272	
TUBAP13	1	ENSG00000242575	
RPL7AP8	1	ENSG00000230507	
TUBAP14	1	ENSG00000247763	
MASTL	1	ENSG00000120539	
TUBAP15	1	ENSG00000250895	
BTF3L4P3	1	ENSG00000213108	
BTF3L4P4	1	ENSG00000229226	
BTF3L4P1	1	ENSG00000232260	
BTF3L4P2	1	ENSG00000213189	
TUBAP10	1	ENSG00000248506	
RPLP0P10	1	ENSG00000244705	
RPLP0P12	1	ENSG00000267669	
RPLP0P11	1	ENSG00000239780	
MAT2B	1	ENSG00000038274	
SAMHD1	1	ENSG00000101347	
AURKC	1	ENSG00000105146	
AURKB	1	ENSG00000178999	
AURKA	1	ENSG00000087586	
MAT2A	1	ENSG00000168906	
SH3TC2	1	ENSG00000169247	
SH3TC1	1	ENSG00000125089	
DEFA1B	1	ENSG00000240247	
ATXN7L3P1	1	ENSG00000215168	
JCADP1	1	ENSG00000235012	
CYP24A1	1	ENSG00000019186	
CNTFR	1	ENSG00000122756	
ANKRD33BP10	1	ENSG00000254916	
SOX21	1	ENSG00000125285	
HOXA9	1	ENSG00000078399	
SOX17	1	ENSG00000164736	
FAM90A6P	1	ENSG00000248944	
SOX18	1	ENSG00000203883	
SOX15	1	ENSG00000129194	
HOXA3	1	ENSG00000105997	
FDXR	1	ENSG00000161513	
HOXA2	1	ENSG00000105996	
HOXA1	1	ENSG00000105991	
HOXA7	1	ENSG00000122592	
HOXA6	1	ENSG00000106006	
HOXA5	1	ENSG00000106004	
HOXA4	1	ENSG00000197576	
UNC13B	1	ENSG00000198722	
CDCA4P4	1	ENSG00000234219	
UNC13C	1	ENSG00000137766	
CDCA4P3	1	ENSG00000226289	
UNC13A	1	ENSG00000130477	
ZNF705G	1	ENSG00000215372	
ZNF705D	1	ENSG00000215343	
ZNF705B	1	ENSG00000215356	
SOX13	1	ENSG00000143842	
SOX14	1	ENSG00000168875	
ZNF705A	1	ENSG00000196946	
SOX11	1	ENSG00000176887	
SOX12	1	ENSG00000177732	
SOX10	1	ENSG00000100146	
UNC13D	1	ENSG00000092929	
CDCA4P2	1	ENSG00000224466	
CDCA4P1	1	ENSG00000229029	
FCAMR	1	ENSG00000162897	
HOXB9	1	ENSG00000170689	
PRR19	1	ENSG00000188368	
FAM90A5P	1	ENSG00000215373	
FDX1	1	ENSG00000137714	
HOXB4	1	ENSG00000182742	
PRR16	1	ENSG00000184838	
FDX2	1	ENSG00000267673	
HOXB3	1	ENSG00000120093	
PRR15	1	ENSG00000176532	
HOXB2	1	ENSG00000173917	
PRR18	1	ENSG00000176381	
HOXB1	1	ENSG00000120094	
HOXB8	1	ENSG00000120068	
PRR12	1	ENSG00000126464	
PRR11	1	ENSG00000068489	
HOXB7	1	ENSG00000260027	
HOXB6	1	ENSG00000108511	
PRR14	1	ENSG00000156858	
HOXB5	1	ENSG00000120075	
PRR13	1	ENSG00000205352	
HOXD1	1	ENSG00000128645	
ENDOD1	1	ENSG00000149218	
SKA3	1	ENSG00000165480	
PPIHP2	1	ENSG00000220541	
HIF1A	1	ENSG00000100644	
PPIHP1	1	ENSG00000230911	
SKA1	1	ENSG00000154839	
SKA2	1	ENSG00000182628	
RPL34P9	1	ENSG00000244441	
NDUFB5P1	1	ENSG00000251025	
NDUFB5P2	1	ENSG00000214628	
HOXC5	1	ENSG00000172789	
PRR27	1	ENSG00000187533	
HOXC4	1	ENSG00000198353	
RPL34P1	1	ENSG00000237049	
ZNF969P	1	ENSG00000251046	
PRR29	1	ENSG00000224383	
RPL34P3	1	ENSG00000223671	
HOXC9	1	ENSG00000180806	
RPL34P6	1	ENSG00000231333	
HOXC8	1	ENSG00000037965	
RREB1	1	ENSG00000124782	
PRR22	1	ENSG00000212123	
ELANE	1	ENSG00000197561	
RPL34P8	1	ENSG00000237583	
HOXC6	1	ENSG00000197757	
PRR30	1	ENSG00000186143	
GRXCR1	1	ENSG00000215203	
PRR32	1	ENSG00000183631	
GRXCR2	1	ENSG00000204928	
MAD2L1BP	1	ENSG00000124688	
SOX30	1	ENSG00000039600	
TFDP1P3	1	ENSG00000259493	
TNFSF4	1	ENSG00000117586	
TFDP1P1	1	ENSG00000224540	
TFDP1P2	1	ENSG00000223723	
ZNF702P	1	ENSG00000242779	
UNC119	1	ENSG00000109103	
TNFSF9	1	ENSG00000125657	
TNFSF8	1	ENSG00000106952	
HOXD4	1	ENSG00000170166	
HOXD3	1	ENSG00000128652	
PRR34	1	ENSG00000182257	
HOXD9	1	ENSG00000128709	
HOXD8	1	ENSG00000175879	
PRR36	1	ENSG00000183248	
LCORLP1	1	ENSG00000240568	
PRR35	1	ENSG00000161992	
TINAGL1	1	ENSG00000142910	
HIF3A	1	ENSG00000124440	
FAM90A2P	1	ENSG00000205879	
BATF2	1	ENSG00000168062	
BATF3	1	ENSG00000123685	
CNTD1	1	ENSG00000176563	
MIR365BHG	1	ENSG00000228768	
FAM90A26	1	ENSG00000229924	
AHNAK	1	ENSG00000124942	
TM9SF4	1	ENSG00000101337	
TM9SF3	1	ENSG00000077147	
FAM90A4P	1	ENSG00000249005	
ZNF965P	1	ENSG00000227784	
WWOX	1	ENSG00000186153	
PMCHL1	1	ENSG00000168967	
ADAT1	1	ENSG00000065457	
PMCHL2	1	ENSG00000169040	
WWP1	1	ENSG00000123124	
WWP2	1	ENSG00000198373	
ADAT3	1	ENSG00000213638	
ADAT2	1	ENSG00000189007	
AACSP1	1	ENSG00000250420	
TM9SF2	1	ENSG00000125304	
IGHD7-27	1	ENSG00000236597	
TM9SF1	1	ENSG00000100926	
FAM90A3P	1	ENSG00000233132	
STING1	1	ENSG00000184584	
CYB561	1	ENSG00000008283	
COX6A1P2	1	ENSG00000226976	
COX6A1P3	1	ENSG00000216710	
TOR2A	1	ENSG00000160404	
COX6A1P4	1	ENSG00000254437	
COX6A1P5	1	ENSG00000223986	
CLSTN2	1	ENSG00000158258	
CLSTN3	1	ENSG00000139182	
CLSTN1	1	ENSG00000171603	
RTKN2	1	ENSG00000182010	
COX6A1P1	1	ENSG00000234108	
PYCARD	1	ENSG00000103490	
AZU1P1	1	ENSG00000270444	
SMR3B	1	ENSG00000171201	
SMR3A	1	ENSG00000109208	
TOR3A	1	ENSG00000186283	
LINC01100	1	ENSG00000242107	
ADAM2	1	ENSG00000104755	
ZNF962P	1	ENSG00000215604	
ADAM6	1	ENSG00000271968	
ADAM5	1	ENSG00000196115	
ADAM9	1	ENSG00000168615	
ADAM8	1	ENSG00000151651	
ADAM7	1	ENSG00000069206	
INTS6L	1	ENSG00000165359	
DNMT1	1	ENSG00000130816	
MINDY3	1	ENSG00000148481	
MINDY4	1	ENSG00000106125	
RTL10	1	ENSG00000215012	
FECH	1	ENSG00000066926	
MINDY1	1	ENSG00000143409	
MINDY2	1	ENSG00000128923	
OR7E129P	1	ENSG00000180770	
ADAP2	1	ENSG00000184060	
LINC01124	1	ENSG00000222033	
SKIL	1	ENSG00000136603	
IGHD6-6	1	ENSG00000228131	
TOR1A	1	ENSG00000136827	
MSC-AS1	1	ENSG00000235531	
ADAP1	1	ENSG00000105963	
TOR1B	1	ENSG00000136816	
OR7E128P	1	ENSG00000228915	
LINC01118	1	ENSG00000222005	
SERINC1	1	ENSG00000111897	
NICN2P	1	ENSG00000237623	
LINC01119	1	ENSG00000239332	
SERINC3	1	ENSG00000132824	
COX6A1P6	1	ENSG00000225583	
SERINC2	1	ENSG00000168528	
COX6A1P7	1	ENSG00000227979	
SERINC5	1	ENSG00000164300	
SERINC4	1	ENSG00000184716	
SNX18P8	1	ENSG00000231390	
DAGLA	1	ENSG00000134780	
SNX18P9	1	ENSG00000224185	
SNX18P7	1	ENSG00000234373	
SNX18P4	1	ENSG00000229146	
SNX18P2	1	ENSG00000232843	
CSAG4	1	ENSG00000242599	
SNX18P3	1	ENSG00000225345	
CSAG3	1	ENSG00000268916	
CSAG1	1	ENSG00000198930	
SPANXC	1	ENSG00000198573	
SPANXD	1	ENSG00000196406	
ELAC2	1	ENSG00000006744	
ELAC1	1	ENSG00000141642	
ASMTL	1	ENSG00000169093	
OR7E126P	1	ENSG00000254593	
TESMIN	1	ENSG00000132749	
SLC25A36P1	1	ENSG00000267781	
DAGLB	1	ENSG00000164535	
PRR5L	1	ENSG00000135362	
OR7E125P	1	ENSG00000177306	
CHADL	1	ENSG00000100399	
IGHV3-30-2	1	ENSG00000253587	
SLC31A1P1	1	ENSG00000224426	
PWWP2AP1	1	ENSG00000226683	
TP53RK	1	ENSG00000172315	
DNM1P51	1	ENSG00000235370	
DNM1P50	1	ENSG00000259890	
ANTXR2	1	ENSG00000163297	
ANTXR1	1	ENSG00000169604	
CCT6B	1	ENSG00000132141	
IGHVIII-22-2	1	ENSG00000254045	
RPS7P9	1	ENSG00000233353	
DNM1P48	1	ENSG00000239304	
RPS7P8	1	ENSG00000213183	
DNM1P49	1	ENSG00000261820	
DNM1P46	1	ENSG00000182397	
RPS7P7	1	ENSG00000240167	
RPS7P6	1	ENSG00000215278	
DNM1P47	1	ENSG00000259660	
MAD2L1P1	1	ENSG00000258445	
SAP130	1	ENSG00000136715	
C6orf226	1	ENSG00000221821	
CHAC2	1	ENSG00000143942	
CHAC1	1	ENSG00000128965	
SKP2	1	ENSG00000145604	
RPS7P5	1	ENSG00000217327	
RPS7P4	1	ENSG00000229133	
RPS7P3	1	ENSG00000231940	
SKP1	1	ENSG00000113558	
RPS7P2	1	ENSG00000231837	
NFKBIL1	3	ENSG00000204498:ENSG00000235125:ENSG00000234530	
BAK1P1	1	ENSG00000175730	
BAK1P2	1	ENSG00000236616	
MARF1	1	ENSG00000166783	
OTX2P2	1	ENSG00000227134	
OTX2P1	1	ENSG00000234644	
ALDH7A1	1	ENSG00000164904	
LINC01098	1	ENSG00000231171	
RWDD2B	1	ENSG00000156253	
RWDD2A	1	ENSG00000013392	
RFPL4A	1	ENSG00000223638	
PRRC1	1	ENSG00000164244	
RFPL4B	1	ENSG00000251258	
RFPL3S	1	ENSG00000205853	
CNOT4P1	1	ENSG00000236704	
OR2R1P	1	ENSG00000236853	
OR4X7P	1	ENSG00000255077	
CCT6A	1	ENSG00000146731	
MARCO	1	ENSG00000019169	
RTL8A	1	ENSG00000203950	
RTL8B	1	ENSG00000212747	
RTL8C	1	ENSG00000134590	
HBS1L	1	ENSG00000112339	
FEN1	1	ENSG00000168496	
IGHVII-62-1	1	ENSG00000253747	
CAMKV	1	ENSG00000164076	
PCF11	1	ENSG00000165494	
NKIRAS1	1	ENSG00000197885	
NKIRAS2	1	ENSG00000168256	
A2MP1	1	ENSG00000256069	
CAMLG	1	ENSG00000164615	
FAM149B1P1	1	ENSG00000214424	
OR7E130P	1	ENSG00000234458	
KRBOX5P1	1	ENSG00000260010	
MMP23B	1	ENSG00000189409	
MMP23A	1	ENSG00000215914	
DNM1P17	1	ENSG00000250833	
ADAD1P1	1	ENSG00000270367	
ADAD1P2	1	ENSG00000267511	
OPRD1	1	ENSG00000116329	
TOR4A	1	ENSG00000198113	
DAP3P2	1	ENSG00000228507	
EIF4A2P3	1	ENSG00000254589	
EIF4A2P4	1	ENSG00000224781	
EIF4A2P1	1	ENSG00000267336	
DAP3P1	1	ENSG00000225082	
EIF4A2P2	1	ENSG00000227382	
ZEB2P1	1	ENSG00000249506	
DNM1P30	1	ENSG00000260897	
EIF4A2P5	1	ENSG00000255490	
OR10T1P	1	ENSG00000203758	
MTCO2P19	1	ENSG00000237628	
DNM1P24	1	ENSG00000242854	
MTCO2P18	1	ENSG00000234480	
TBL1Y	1	ENSG00000092377	
ADAD1	1	ENSG00000164113	
MTCO2P12	1	ENSG00000229344	
MTCO2P11	1	ENSG00000235917	
TBL1X	1	ENSG00000101849	
MTCO2P17	1	ENSG00000233888	
MTCO2P16	1	ENSG00000234842	
MTCO2P15	1	ENSG00000255417	
DNM1P28	1	ENSG00000261792	
ADAD2	1	ENSG00000140955	
MTCO2P20	1	ENSG00000231576	
RSL1D1	1	ENSG00000171490	
DNM1P38	1	ENSG00000259637	
MTCO2P29	1	ENSG00000243257	
DNM1P33	1	ENSG00000260096	
DNM1P34	1	ENSG00000260357	
CAMK4	1	ENSG00000152495	
DNM1P31	1	ENSG00000261491	
DNM1P32	1	ENSG00000261708	
MTCO2P24	1	ENSG00000249990	
MTCO2P23	1	ENSG00000235803	
B9D1	1	ENSG00000108641	
MTCO2P22	1	ENSG00000270225	
B9D2	1	ENSG00000123810	
CAMK1	1	ENSG00000134072	
MTCO2P21	1	ENSG00000236689	
MTCO2P27	1	ENSG00000230321	
MTCO2P25	1	ENSG00000230654	
EIF2S2P3	1	ENSG00000236493	
EIF2S2P4	1	ENSG00000128692	
STEAP3	1	ENSG00000115107	
EIF2S2P1	1	ENSG00000258778	
STEAP4	1	ENSG00000127954	
EIF2S2P2	1	ENSG00000229704	
EIF2S2P7	1	ENSG00000271115	
EIF2S2P5	1	ENSG00000225650	
AK4P6	1	ENSG00000235606	
NPY2R	1	ENSG00000185149	
EIF2S2P6	1	ENSG00000254441	
NALF2	1	ENSG00000130054	
NALF1	1	ENSG00000204442	
BASP1	1	ENSG00000176788	
AK4P4	1	ENSG00000223621	
AK4P5	1	ENSG00000217377	
AK4P2	1	ENSG00000249410	
AK4P3	1	ENSG00000233381	
AK4P1	1	ENSG00000263535	
OR5AM1P	1	ENSG00000255172	
OR52A4P	1	ENSG00000205494	
NPY1R	1	ENSG00000164128	
STEAP1	1	ENSG00000164647	
STEAP2	1	ENSG00000157214	
RPL7L1P1	1	ENSG00000234227	
SEZ6L2	1	ENSG00000174938	
NALCN	1	ENSG00000102452	
IGKV3OR2-5	1	ENSG00000270252	
MAN2A2	1	ENSG00000196547	
MAN2A1	1	ENSG00000112893	
RPL7L1P7	1	ENSG00000251137	
RPL7L1P9	1	ENSG00000231035	
RPL7L1P8	1	ENSG00000228766	
MARK4	1	ENSG00000007047	
RPL7L1P3	1	ENSG00000235090	
MARK3	1	ENSG00000075413	
RPL7L1P2	1	ENSG00000231490	
MARK2	1	ENSG00000072518	
RPL7L1P5	1	ENSG00000267634	
MARK1	1	ENSG00000116141	
RPL7L1P4	1	ENSG00000249582	
RAP1GAP2	1	ENSG00000132359	
ALYREF	1	ENSG00000183684	
TDRD9	1	ENSG00000156414	
A2ML1	1	ENSG00000166535	
TDRD7	1	ENSG00000196116	
TDRD6	1	ENSG00000180113	
TDRD5	1	ENSG00000162782	
TDRD3	1	ENSG00000083544	
NMRAL1	1	ENSG00000153406	
TDRD1	1	ENSG00000095627	
DNMBP	1	ENSG00000107554	
TP53I3	1	ENSG00000115129	
BMPR1AP2	1	ENSG00000232460	
MAN2B2	1	ENSG00000013288	
BMPR1AP1	1	ENSG00000219642	
MAN2B1	1	ENSG00000104774	
VEZTP1	1	ENSG00000224072	
CRISP1	1	ENSG00000124812	
CRISP2	1	ENSG00000124490	
NPY6R	1	ENSG00000226306	
CRISP3	1	ENSG00000096006	
PNPT1P1	1	ENSG00000229241	
PNPT1P2	1	ENSG00000233272	
MADCAM1	1	ENSG00000099866	
MAN2C1	1	ENSG00000140400	
DESI1	1	ENSG00000100418	
NPY5R	1	ENSG00000164129	
DESI2	1	ENSG00000121644	
TRAV13-2	1	ENSG00000211791	
TRAV13-1	1	ENSG00000211788	
MARS2	1	ENSG00000247626	
MARS1	1	ENSG00000166986	
