NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SREBF1	1	ENSG00000072310	
SFTPB	1	ENSG00000168878	
SFTPC	1	ENSG00000168484	
AHCTF1P1	1	ENSG00000226121	
SFTPD	1	ENSG00000133661	
ENSG00000177699	1	ENSG00000177699	
SREBF2	1	ENSG00000198911	
ENSG00000212529	1	ENSG00000212529	
MEP1AP4	1	ENSG00000224537	
PDIK1L	1	ENSG00000175087	
UFC1	1	ENSG00000143222	
RAD21-AS1	1	ENSG00000253327	
CAB39	1	ENSG00000135932	
C1orf35	1	ENSG00000143793	
ENSG00000212517	1	ENSG00000212517	
GTF2IP23	1	ENSG00000230295	
GTF2IP22	1	ENSG00000259095	
RIBC1	1	ENSG00000158423	
BCL2L2-PABPN1	1	ENSG00000258643	
H1-10-AS1	1	ENSG00000206417	
FAM133DP	1	ENSG00000230562	
RIBC2	1	ENSG00000128408	
C1orf21	1	ENSG00000116667	
OR51M1	1	ENSG00000184698	
MYO9B	1	ENSG00000099331	
ACTL9	1	ENSG00000181786	
MYO9A	1	ENSG00000066933	
ACTL8	1	ENSG00000117148	
RN7SL209P	1	ENSG00000240927	
IGHD5OR15-5B	1	ENSG00000270824	
IGHD5OR15-5A	1	ENSG00000270961	
FAM133CP	1	ENSG00000183055	
ALLC	1	ENSG00000151360	
SMIM14-DT	1	ENSG00000255458	
C1orf50	1	ENSG00000164008	
OTUD4	1	ENSG00000164164	
OTUD5	1	ENSG00000068308	
CRTC2	1	ENSG00000160741	
C1orf52	1	ENSG00000162642	
CRTC3	1	ENSG00000140577	
C1orf53	1	ENSG00000203724	
C1orf54	1	ENSG00000118292	
UBXN2B	1	ENSG00000215114	
CRTC1	1	ENSG00000105662	
UBXN2A	1	ENSG00000173960	
C1orf56	1	ENSG00000143443	
OR51D1	1	ENSG00000197428	
PEBP1	1	ENSG00000089220	
BUB1B	1	ENSG00000156970	
CAAP1	1	ENSG00000120159	
RNU7-154P	1	ENSG00000252003	
COX6A1	1	ENSG00000111775	
DRD5P1	1	ENSG00000184303	
RN7SL208P	1	ENSG00000264391	
COX6A2	1	ENSG00000156885	
DRD5P2	1	ENSG00000175658	
ACTG2	1	ENSG00000163017	
ACTG1	1	ENSG00000184009	
ODAD2P1	1	ENSG00000238021	
AMMECR1L	1	ENSG00000144233	
PEBP4	1	ENSG00000134020	
NRTN	1	ENSG00000171119	
DFFBP1	1	ENSG00000232303	
FAM133FP	1	ENSG00000225934	
C1orf43	1	ENSG00000143612	
RPL36A-HNRNPH2	1	ENSG00000257529	
COX6B2	1	ENSG00000160471	
MUC3A	1	ENSG00000169894	
FAM174A-DT	1	ENSG00000247877	
COX6B1	1	ENSG00000126267	
YBX3P1	1	ENSG00000261614	
GPRIN3	1	ENSG00000185477	
GPRIN2	1	ENSG00000204175	
RNU7-153P	1	ENSG00000252264	
PRR15L	1	ENSG00000167183	
GPRIN1	1	ENSG00000169258	
PELATON	1	ENSG00000224397	
FAM133EP	1	ENSG00000270528	
UBIAD1	1	ENSG00000120942	
C1orf74	1	ENSG00000162757	
GCC2-AS1	1	ENSG00000214184	
DTD1-AS1	1	ENSG00000233993	
DIABLO	1	ENSG00000184047	
PKD1P4	1	ENSG00000205746	
MTND3P16	1	ENSG00000224590	
PKD1P5	1	ENSG00000254681	
PKD1P6	1	ENSG00000250251	
MTND3P13	1	ENSG00000263196	
PKD1P1	1	ENSG00000244257	
MTND3P12	1	ENSG00000259626	
PKD1P2	1	ENSG00000227827	
PKD1P3	1	ENSG00000183458	
MTND3P10	1	ENSG00000233286	
ADGRG3	1	ENSG00000182885	
ZNF8-ERVK3-1	1	ENSG00000267216	
ADGRG4	1	ENSG00000156920	
ADGRG1	1	ENSG00000205336	
ZHX1-C8orf76	1	ENSG00000259305	
AANAT	1	ENSG00000129673	
ADGRG2	1	ENSG00000173698	
ADGRG7	1	ENSG00000144820	
RNU7-152P	1	ENSG00000238789	
ADGRG5	1	ENSG00000159618	
ADGRG6	1	ENSG00000112414	
OR51B6	1	ENSG00000176239	
OR51B5	1	ENSG00000167355	
OR51B4	1	ENSG00000183251	
LLPH	1	ENSG00000139233	
EEFSEC	1	ENSG00000132394	
FEN1P1	1	ENSG00000215873	
DNAJC27-AS1	1	ENSG00000224165	
CRTAP	1	ENSG00000170275	
MUC16	1	ENSG00000181143	
MIR30DHG	1	ENSG00000259820	
MUC17	1	ENSG00000169876	
RARRES2	1	ENSG00000106538	
CRTAM	1	ENSG00000109943	
RARRES1	1	ENSG00000118849	
C1orf68	1	ENSG00000198854	
MUC19	1	ENSG00000205592	
OTUD6A	1	ENSG00000189401	
HOOK3	1	ENSG00000168172	
RN7SL205P	1	ENSG00000241392	
PSMB7P1	1	ENSG00000259074	
HOOK2	1	ENSG00000095066	
FAM151B	1	ENSG00000152380	
UBXN11	1	ENSG00000158062	
HOOK1	1	ENSG00000134709	
FAM151A	1	ENSG00000162391	
UBXN10	1	ENSG00000162543	
ALPP	1	ENSG00000163283	
RNU7-151P	1	ENSG00000252739	
NABP2	1	ENSG00000139579	
EIF3J-DT	1	ENSG00000179523	
ALPL	1	ENSG00000162551	
NABP1	1	ENSG00000173559	
OR51A4	1	ENSG00000205497	
PYROXD2	1	ENSG00000119943	
DEGS1	1	ENSG00000143753	
ALPI	1	ENSG00000163295	
DEGS2	1	ENSG00000168350	
OR51A2	1	ENSG00000205496	
ALPG	1	ENSG00000163286	
DNAL4	1	ENSG00000100246	
MUC20	1	ENSG00000176945	
DNAL1	1	ENSG00000119661	
OR51A7	1	ENSG00000176895	
MUC21	1	ENSG00000204544	
FAM133GP	1	ENSG00000256079	
MUC22	1	ENSG00000261272	
C1orf94	1	ENSG00000142698	
IL6STP1	1	ENSG00000227018	
OR51H1	1	ENSG00000176904	
SRP14P1	1	ENSG00000224906	
BIN2P1	1	ENSG00000234568	
BIN2P2	1	ENSG00000248684	
SRP14P3	1	ENSG00000235183	
CYP4A22	1	ENSG00000162365	
SRP14P2	1	ENSG00000234106	
PINX1	2	ENSG00000254093:ENSG00000258724	
RN7SL204P	1	ENSG00000264676	
SRP14P5	1	ENSG00000271052	
SRP14P4	1	ENSG00000268062	
TENT4A	1	ENSG00000112941	
TENT4B	1	ENSG00000121274	
CABIN1	1	ENSG00000099991	
ADGRE1	1	ENSG00000174837	
RNF2P1	1	ENSG00000231381	
UFL1	1	ENSG00000014123	
ADGRE2	1	ENSG00000127507	
MME-AS1	1	ENSG00000240666	
ADGRE5	1	ENSG00000123146	
ADGRE3	1	ENSG00000131355	
CTNNA1P1	1	ENSG00000249026	
DNAI4	1	ENSG00000152763	
OR51G2	1	ENSG00000176893	
MYOCD	1	ENSG00000141052	
DNAI2	1	ENSG00000171595	
DNAI3	1	ENSG00000162643	
C1orf87	1	ENSG00000162598	
FIGLA	1	ENSG00000183733	
DCAKD	1	ENSG00000172992	
DNAI7	1	ENSG00000118307	
CYP4A11	1	ENSG00000187048	
RNU7-157P	1	ENSG00000238431	
MTND3P24	1	ENSG00000249045	
TENT5A	1	ENSG00000112773	
MTND3P25	1	ENSG00000249192	
TENT5B	1	ENSG00000158246	
MTND3P22	1	ENSG00000248946	
TENT5C	1	ENSG00000183508	
MTND3P23	1	ENSG00000238288	
TENT5D	1	ENSG00000174016	
GTF3C6P1	1	ENSG00000215085	
MTND3P20	1	ENSG00000220733	
GTF3C6P2	1	ENSG00000213569	
MTND3P21	1	ENSG00000235794	
ACTA2	1	ENSG00000107796	
ADGRF2	1	ENSG00000164393	
GTF3C6P3	1	ENSG00000270196	
ACTA1	1	ENSG00000143632	
ADGRF3	1	ENSG00000173567	
ADGRF1	1	ENSG00000153292	
ALS2	1	ENSG00000003393	
MTND3P19	1	ENSG00000271480	
MYOD1	1	ENSG00000129152	
ADGRF4	1	ENSG00000153294	
MTND3P17	1	ENSG00000233134	
ADGRF5	1	ENSG00000069122	
CRY2	1	ENSG00000121671	
FAM153A	1	ENSG00000170074	
CRY1	1	ENSG00000008405	
OTUB1	1	ENSG00000167770	
OTUB2	1	ENSG00000089723	
DNAH3	1	ENSG00000158486	
OR51F2	1	ENSG00000176925	
DNAH1	1	ENSG00000114841	
DNAH2	1	ENSG00000183914	
IGHVII-67-1	1	ENSG00000253820	
DNAH7	1	ENSG00000118997	
DNAH8	1	ENSG00000124721	
DNAH5	1	ENSG00000039139	
DNAH6	1	ENSG00000115423	
ASAP3	1	ENSG00000088280	
ASB13	1	ENSG00000196372	
PKD1L1	1	ENSG00000158683	
ASB14	1	ENSG00000239388	
RNU7-156P	1	ENSG00000253023	
RN7SL468P	1	ENSG00000264833	
DNAH9	1	ENSG00000007174	
ASAP1	1	ENSG00000153317	
ASB11	1	ENSG00000165192	
PKD1L2	1	ENSG00000166473	
ASAP2	1	ENSG00000151693	
ASB12	1	ENSG00000198881	
FTHL17	1	ENSG00000132446	
ASB17	1	ENSG00000154007	
ASB18	1	ENSG00000182177	
ASB15	1	ENSG00000146809	
CRYZ	1	ENSG00000116791	
ASB16	1	ENSG00000161664	
FAM156B	1	ENSG00000179304	
ASB10	1	ENSG00000146926	
RN7SL202P	1	ENSG00000266627	
CRYM	1	ENSG00000103316	
DNAI1	1	ENSG00000122735	
REELD1	1	ENSG00000250673	
OR51E1	1	ENSG00000180785	
CDK11A	1	ENSG00000008128	
EYA1	1	ENSG00000104313	
EYA2	1	ENSG00000064655	
EYA3	1	ENSG00000158161	
EYA4	1	ENSG00000112319	
OR51E2	1	ENSG00000167332	
COL25A1-DT	1	ENSG00000246774	
RNU7-155P	1	ENSG00000238759	
MUC5B	1	ENSG00000117983	
CDK11B	1	ENSG00000248333	
ADGRD1	1	ENSG00000111452	
UFM1	1	ENSG00000120686	
ACTC1	1	ENSG00000159251	
RPL8P1	1	ENSG00000216676	
RPL8P2	1	ENSG00000225267	
RPL8P3	1	ENSG00000240950	
ADGRD2	1	ENSG00000180264	
RPL8P4	1	ENSG00000213169	
RN7SL201P	1	ENSG00000242118	
OTUD1	1	ENSG00000165312	
OTUD3	1	ENSG00000169914	
NCKAP1	1	ENSG00000061676	
XYLT2	1	ENSG00000015532	
XYLT1	1	ENSG00000103489	
FGFRL1	1	ENSG00000127418	
NAA80	1	ENSG00000243477	
RNU6-315P	1	ENSG00000199536	
LINC00415	1	ENSG00000231983	
CEP95	1	ENSG00000258890	
CEP97	1	ENSG00000182504	
NCKAP5	1	ENSG00000176771	
LINC00410	1	ENSG00000231674	
LINC00411	1	ENSG00000229599	
ENSG00000234089	1	ENSG00000234089	
OR2L9P	1	ENSG00000237492	
LINC00412	1	ENSG00000234772	
MT1HL1	1	ENSG00000244020	
ENSG00000261697	1	ENSG00000261697	
COL23A1	1	ENSG00000050767	
VPS11-DT	1	ENSG00000272186	
RN7SL489P	1	ENSG00000241167	
IGFL2-AS1	1	ENSG00000268621	
INTS6P1	1	ENSG00000250492	
LINC00407	1	ENSG00000237585	
LINC00408	1	ENSG00000226250	
RN7SL223P	1	ENSG00000240202	
LINC00402	1	ENSG00000235532	
LINC00404	1	ENSG00000229520	
RNU6-314P	1	ENSG00000252383	
LINC00400	1	ENSG00000229928	
NAA60	1	ENSG00000122390	
LRPAP1	1	ENSG00000163956	
LINC00440	1	ENSG00000234660	
CHMP1AP1	1	ENSG00000226662	
RN7SL222P	1	ENSG00000242165	
CEP70	1	ENSG00000114107	
RNU6-317P	1	ENSG00000206758	
TEX26-AS1	1	ENSG00000224743	
RN7SL488P	1	ENSG00000264271	
ALX3	1	ENSG00000156150	
ALX4	1	ENSG00000052850	
CEP72	1	ENSG00000112877	
MCMBP	1	ENSG00000197771	
ALX1	1	ENSG00000180318	
LINC00437	1	ENSG00000236354	
LINC00431	1	ENSG00000225760	
CEP76	1	ENSG00000101624	
KAT14	1	ENSG00000149474	
LINC00433	1	ENSG00000229443	
CEP78	1	ENSG00000148019	
LINC00434	1	ENSG00000227336	
NAA50	1	ENSG00000121579	
DACT3-AS1	1	ENSG00000245598	
AFAP1L2	1	ENSG00000169129	
MAPK8IP1P2	1	ENSG00000263503	
SNAPIN	1	ENSG00000143553	
AFAP1L1	1	ENSG00000157510	
LINC00430	1	ENSG00000233528	
MAPK8IP1P1	1	ENSG00000262500	
NFATC3	1	ENSG00000072736	
NFATC2	1	ENSG00000101096	
NFATC1	1	ENSG00000131196	
NFATC4	1	ENSG00000100968	
EGILA	1	ENSG00000258451	
LINC00428	1	ENSG00000229546	
RN7SL221P	1	ENSG00000239472	
RN7SL487P	1	ENSG00000243871	
RNU6-316P	1	ENSG00000212329	
LINC00424	1	ENSG00000226722	
ENSG00000246090	1	ENSG00000246090	
CEP83	1	ENSG00000173588	
LINC00426	1	ENSG00000238121	
CEP85	1	ENSG00000130695	
LINC00427	1	ENSG00000236463	
OR2L6P	1	ENSG00000232215	
LINC00421	1	ENSG00000236834	
CEP89	1	ENSG00000121289	
LINC00423	1	ENSG00000226968	
CEP57	1	ENSG00000166037	
MESP2	1	ENSG00000188095	
PYGB	1	ENSG00000100994	
MESP1	1	ENSG00000166823	
ISL1-DT	1	ENSG00000259663	
NRSN2	1	ENSG00000125841	
NRSN1	1	ENSG00000152954	
ZNF236-DT	1	ENSG00000264278	
ITPKB-AS1	1	ENSG00000228548	
CHURC1-FNTB	1	ENSG00000125954	
RPLP2P1	1	ENSG00000214374	
PYGM	1	ENSG00000068976	
PYGL	1	ENSG00000100504	
CSAD	1	ENSG00000139631	
RN7SL220P	1	ENSG00000266467	
IGLV1-62	1	ENSG00000253823	
PEA15	1	ENSG00000162734	
C18orf63	1	ENSG00000206043	
KRTAP1-5	1	ENSG00000221852	
RNU6-577P	1	ENSG00000252756	
KRTAP1-4	1	ENSG00000204887	
KRTAP1-3	1	ENSG00000221880	
RNU6-311P	1	ENSG00000252033	
CEP55	1	ENSG00000138180	
KRTAP1-1	1	ENSG00000188581	
CEP68	1	ENSG00000011523	
ABCA17P	1	ENSG00000238098	
CA5BP1	1	ENSG00000186312	
KAT2B	1	ENSG00000114166	
KAT2A	1	ENSG00000108773	
NSA2	1	ENSG00000164346	
C18orf54	1	ENSG00000166845	
CEP63	1	ENSG00000182923	
RNU6-576P	1	ENSG00000212156	
RNU6-310P	1	ENSG00000207385	
ASCL5	1	ENSG00000232237	
SLCO4A1-AS1	1	ENSG00000232803	
CLDND2	1	ENSG00000160318	
ASCL3	1	ENSG00000176009	
CLDND1	1	ENSG00000080822	
ASCL4	1	ENSG00000187855	
ASCL1	1	ENSG00000139352	
ASCL2	1	ENSG00000183734	
NSD3	1	ENSG00000147548	
RN7SL484P	1	ENSG00000241588	
EPCAM	1	ENSG00000119888	
ALOX5	1	ENSG00000012779	
NSD1	1	ENSG00000165671	
NSD2	1	ENSG00000109685	
RNU6-579P	1	ENSG00000252688	
ENSG00000258039	1	ENSG00000258039	
MCF2L2P1	1	ENSG00000231982	
RNU6-313P	1	ENSG00000252126	
SORBS2-AS1	1	ENSG00000233110	
TCF7L1-IT1	1	ENSG00000231134	
FAM13B-AS1	1	ENSG00000246323	
ENSG00000222095	1	ENSG00000222095	
ABCA15P	1	ENSG00000189149	
RN7SL483P	1	ENSG00000244091	
CLCF1	1	ENSG00000175505	
MDM4P1	1	ENSG00000225066	
C18orf32	1	ENSG00000177576	
ENSG00000258028	1	ENSG00000258028	
CEP41	1	ENSG00000106477	
RNU6-578P	1	ENSG00000212282	
RNU6-312P	1	ENSG00000201499	
CEP43	1	ENSG00000213066	
CEP44	1	ENSG00000164118	
CSF3	1	ENSG00000108342	
CSF2	1	ENSG00000164400	
CSF1	1	ENSG00000184371	
MGAT2P1	1	ENSG00000233861	
LNCAROD	1	ENSG00000231131	
MGAT2P2	1	ENSG00000238200	
CEP19	1	ENSG00000174007	
CTAGE7P	1	ENSG00000233122	
LAMP5	1	ENSG00000125869	
TMA7B	1	ENSG00000225528	
METAP2P1	1	ENSG00000234119	
OR52W1	1	ENSG00000175485	
RN7SL482P	1	ENSG00000241587	
HMGN4	1	ENSG00000182952	
LNCTSI	1	ENSG00000230479	
HMGN5	1	ENSG00000198157	
LAMP1	1	ENSG00000185896	
PPP6R2P1	1	ENSG00000233442	
AGBL1-AS1	1	ENSG00000260125	
LAMP3	1	ENSG00000078081	
PAPOLG	1	ENSG00000115421	
OR2L1P	1	ENSG00000224227	
LAMP2	1	ENSG00000005893	
PAPOLA	1	ENSG00000090060	
C18orf21	1	ENSG00000141428	
CLCC1	1	ENSG00000121940	
PAPOLB	1	ENSG00000218823	
HMGN2	1	ENSG00000198830	
HMGN3	1	ENSG00000118418	
C18orf25	1	ENSG00000152242	
LINC00498	1	ENSG00000248397	
RNU6-573P	1	ENSG00000206665	
LINC00499	1	ENSG00000251372	
HMGN1	1	ENSG00000205581	
MAGI1	1	ENSG00000151276	
GOLGA8S	1	ENSG00000261739	
GOLGA8R	1	ENSG00000186399	
LINC00494	1	ENSG00000235621	
RNU6-572P	1	ENSG00000252533	
SEC63P1	1	ENSG00000228057	
GOLGA8T	1	ENSG00000261247	
MAGI3	1	ENSG00000081026	
LINC00491	1	ENSG00000250682	
MAGI2	1	ENSG00000187391	
LINC00492	1	ENSG00000250958	
VASH2	1	ENSG00000143494	
GOLGA8K	1	ENSG00000249931	
GOLGA8J	1	ENSG00000179938	
FRMD4A	1	ENSG00000151474	
GOLGA8M	2	ENSG00000261480:ENSG00000188626	
VASH1	1	ENSG00000071246	
FRMD4B	1	ENSG00000114541	
GOLGA8O	1	ENSG00000206127	
GOLGA8N	1	ENSG00000232653	
GOLGA8Q	1	ENSG00000178115	
RN7SL481P	1	ENSG00000240322	
GOLGA8B	1	ENSG00000215252	
EBNA1BP2	1	ENSG00000117395	
GOLGA8G	1	ENSG00000183629	
IGLV1-36	1	ENSG00000211655	
GOLGA8F	1	ENSG00000153684	
KAT6B	1	ENSG00000156650	
OR2L13	1	ENSG00000196071	
KAT6A	1	ENSG00000083168	
GOLGA8H	1	ENSG00000261794	
TSSK6	1	ENSG00000178093	
TSSK3	1	ENSG00000162526	
TSSK4	1	ENSG00000139908	
CEP20	1	ENSG00000133393	
LINC00486	2	ENSG00000236854:ENSG00000230876	
LINC00487	1	ENSG00000205837	
TSSK2	1	ENSG00000206203	
SEC63P2	1	ENSG00000250416	
GOLGA8A	1	ENSG00000175265	
LINC00488	1	ENSG00000214381	
LINC00489	1	ENSG00000225759	
CCDC27	1	ENSG00000162592	
CCDC24	1	ENSG00000159214	
CSH2	1	ENSG00000213218	
PXN-AS1	1	ENSG00000255857	
CSH1	1	ENSG00000136488	
CCDC25	1	ENSG00000147419	
CCDC26	1	ENSG00000229140	
IGLV1-50	1	ENSG00000211645	
KRBOX4	1	ENSG00000147121	
RIC3-DT	1	ENSG00000246820	
KRBOX5	1	ENSG00000197302	
CSNK1G2P1	1	ENSG00000234534	
GOLGA7B	1	ENSG00000155265	
IGLV1-41	1	ENSG00000253818	
IGLV1-40	1	ENSG00000211653	
KRBOX1	1	ENSG00000240747	
IGLV1-47	1	ENSG00000211648	
IGLV1-44	1	ENSG00000211651	
CLCA2	1	ENSG00000137975	
CCDC30	1	ENSG00000186409	
CLCA1	1	ENSG00000016490	
ENSG00000261638	1	ENSG00000261638	
CCDC32	1	ENSG00000128891	
CCDC33	1	ENSG00000140481	
RNU6-575P	1	ENSG00000223258	
CLCA4	1	ENSG00000016602	
RN7SL480P	1	ENSG00000266187	
TRAPPC2	1	ENSG00000196459	
TRAPPC3	1	ENSG00000054116	
CCDC17	1	ENSG00000159588	
CCDC18	1	ENSG00000122483	
TRAPPC1	1	ENSG00000170043	
AMBP	1	ENSG00000106927	
CCDC12	1	ENSG00000160799	
CCDC13	1	ENSG00000244607	
CCDC14	1	ENSG00000175455	
AMBN	1	ENSG00000178522	
TRAPPC4	1	ENSG00000196655	
CCDC15	1	ENSG00000149548	
TRAPPC5	1	ENSG00000181029	
PYM1	1	ENSG00000170473	
TRAPPC8	1	ENSG00000153339	
TRAPPC9	1	ENSG00000167632	
NSG1	1	ENSG00000168824	
GOLGA6A	1	ENSG00000159289	
SOD1P2	1	ENSG00000261282	
SOD1P1	1	ENSG00000219074	
GOLGA6C	1	ENSG00000167195	
CNIH1	1	ENSG00000100528	
FRG1BP	1	ENSG00000149531	
IGLV1-51	1	ENSG00000211644	
GOLGA6B	1	ENSG00000215186	
NSG2	1	ENSG00000170091	
GOLGA6D	1	ENSG00000140478	
SOD1P3	1	ENSG00000253651	
CCDC22	1	ENSG00000101997	
CNIH2	1	ENSG00000174871	
LARP1BP2	1	ENSG00000243438	
CNIH3	1	ENSG00000143786	
LARP1BP3	1	ENSG00000232664	
CNIH4	1	ENSG00000143771	
RNU6-574P	1	ENSG00000206992	
LARP1BP1	1	ENSG00000231442	
LINC00460	1	ENSG00000233532	
LINC00461	1	ENSG00000245526	
LINC00462	1	ENSG00000233610	
LINC00463	1	ENSG00000234056	
DPY19L4P1	1	ENSG00000229663	
DPY19L4P2	1	ENSG00000231839	
CCDC47	1	ENSG00000108588	
AMD1	1	ENSG00000123505	
LNCARSR	1	ENSG00000233086	
IDH3B	1	ENSG00000101365	
EMILIN3	1	ENSG00000183798	
LINC00457	1	ENSG00000225179	
EMILIN2	1	ENSG00000132205	
LINC00458	1	ENSG00000234787	
EMILIN1	1	ENSG00000138080	
CCDC54	1	ENSG00000138483	
LINC00459	1	ENSG00000229307	
CA15P1	1	ENSG00000241527	
LINC00454	1	ENSG00000226921	
CCDC50	1	ENSG00000152492	
CCDC51	1	ENSG00000164051	
IDH3A	1	ENSG00000166411	
LINC00456	1	ENSG00000233124	
CCDC38	1	ENSG00000165972	
LINC00452	1	ENSG00000229373	
CCDC34	1	ENSG00000109881	
NEMP2	1	ENSG00000189362	
LINC00446	1	ENSG00000229249	
CCDC42	1	ENSG00000161973	
CCDC43	1	ENSG00000180329	
LINC00448	1	ENSG00000228669	
LINC00449	1	ENSG00000203441	
NEMP1	1	ENSG00000166881	
LINC00442	1	ENSG00000232685	
LINC00443	1	ENSG00000230156	
CTXN2-AS1	1	ENSG00000259235	
CCDC40	1	ENSG00000141519	
LINC00445	1	ENSG00000236036	
LINC00482	1	ENSG00000185168	
RNU6-571P	1	ENSG00000206855	
LINC00484	2	ENSG00000235641:ENSG00000229694	
TSSC4	1	ENSG00000184281	
LINC00485	1	ENSG00000258169	
KNOP1P2	1	ENSG00000270429	
CCDC68	1	ENSG00000166510	
TSSC2	1	ENSG00000223756	
KNOP1P1	1	ENSG00000256852	
CCDC69	1	ENSG00000198624	
ATG3P1	1	ENSG00000224357	
THSD1	1	ENSG00000136114	
LMF2	1	ENSG00000100258	
NSL1	1	ENSG00000117697	
THSD4	1	ENSG00000187720	
TMA16	1	ENSG00000198498	
LMF1	1	ENSG00000103227	
ENSG00000222001	1	ENSG00000222001	
LINC00479	1	ENSG00000236384	
KNOP1P5	1	ENSG00000250563	
ASCC2	1	ENSG00000100325	
KNOP1P4	1	ENSG00000232422	
ASCC3	1	ENSG00000112249	
CCDC77	1	ENSG00000120647	
KNOP1P3	1	ENSG00000224344	
HTR2A-AS1	1	ENSG00000224517	
CCDC70	1	ENSG00000123171	
LINC00475	1	ENSG00000225511	
CCDC71	1	ENSG00000177352	
LINC00477	1	ENSG00000197503	
JAZF1	1	ENSG00000153814	
CCDC73	1	ENSG00000186714	
LINC00471	1	ENSG00000181798	
LINC00472	1	ENSG00000233237	
LINC00474	1	ENSG00000204148	
RNU6-570P	1	ENSG00000252860	
IDH3G	1	ENSG00000067829	
ASCC1	1	ENSG00000138303	
CCDC57	1	ENSG00000176155	
AMFR	1	ENSG00000159461	
LINC00470	1	ENSG00000132204	
CCDC59	1	ENSG00000133773	
ENSG00000222012	1	ENSG00000222012	
FRAS1	1	ENSG00000138759	
ZGLP1	1	ENSG00000220201	
CCDC63	1	ENSG00000173093	
LINC00469	1	ENSG00000177338	
CCDC65	1	ENSG00000139537	
CCDC66	1	ENSG00000180376	
CCDC60	1	ENSG00000183273	
CCDC61	1	ENSG00000104983	
LINC00466	1	ENSG00000224209	
CCDC62	1	ENSG00000130783	
LINC00467	1	ENSG00000153363	
OR52N1	1	ENSG00000181001	
CSN3	1	ENSG00000171209	
CSN2	1	ENSG00000135222	
OR52N5	1	ENSG00000181009	
OR52N4	1	ENSG00000181074	
OR52N2	1	ENSG00000180988	
ENSG00000212618	1	ENSG00000212618	
FRAT1	1	ENSG00000165879	
FRAT2	1	ENSG00000181274	
MAGOH	1	ENSG00000162385	
C20orf204	1	ENSG00000196421	
C20orf202	1	ENSG00000215595	
C20orf203	1	ENSG00000198547	
SPACDR	1	ENSG00000185955	
LSM12P1	1	ENSG00000232024	
ENSG00000212604	1	ENSG00000212604	
CRYGEP	1	ENSG00000229150	
ENSG00000212608	1	ENSG00000212608	
RNU7-149P	1	ENSG00000252548	
UHMK1	1	ENSG00000152332	
OR52M1	1	ENSG00000197790	
ENSG00000224610	1	ENSG00000224610	
ENSG00000200620	1	ENSG00000200620	
NSMF	1	ENSG00000165802	
ABHD17AP1	1	ENSG00000198658	
CTAGE15	1	ENSG00000271079	
ABHD17AP6	1	ENSG00000226981	
ABHD17AP7	1	ENSG00000260864	
ABHD17AP8	1	ENSG00000260540	
ABHD17AP9	1	ENSG00000261536	
TARS2P1	1	ENSG00000248104	
ABHD17AP3	1	ENSG00000250536	
ABHD17AP4	1	ENSG00000229107	
CRYGFP	1	ENSG00000232799	
SLC16A1-AS1	1	ENSG00000226419	
C2CD4A	1	ENSG00000198535	
C2CD4B	1	ENSG00000205502	
C2CD4C	1	ENSG00000183186	
FRG1JP	1	ENSG00000215548	
HNRNPLL	1	ENSG00000143889	
MORF4L2-AS1	1	ENSG00000231154	
CSP2	1	ENSG00000241218	
OR52L1	1	ENSG00000183313	
CSP1	1	ENSG00000228872	
RNU7-148P	1	ENSG00000238357	
UGCG	1	ENSG00000148154	
ZNHIT2	1	ENSG00000174276	
ABCC6P1	1	ENSG00000256340	
ZNHIT1	1	ENSG00000106400	
ABCC6P2	1	ENSG00000255277	
ZNHIT6	1	ENSG00000117174	
SERPINA7P1	1	ENSG00000227657	
CRYGGP	1	ENSG00000223710	
ADAM24P	1	ENSG00000214607	
OR52K2	1	ENSG00000181963	
OR52K1	1	ENSG00000196778	
SNAP91	1	ENSG00000065609	
RNU7-147P	1	ENSG00000238698	
PM20D1	1	ENSG00000162877	
PM20D2	1	ENSG00000146281	
CABYR	1	ENSG00000154040	
TDGF1	1	ENSG00000241186	
C2CD2L	1	ENSG00000172375	
SLC44A5	1	ENSG00000137968	
IFNA5	1	ENSG00000147873	
IFNA4	1	ENSG00000236637	
SLC44A3	1	ENSG00000143036	
IFNA7	1	ENSG00000214042	
IFNA6	1	ENSG00000120235	
SLC44A4	1	ENSG00000204385	
SLC44A1	1	ENSG00000070214	
IFNA1	1	ENSG00000197919	
SLC44A2	1	ENSG00000129353	
CTAGE3P	1	ENSG00000232872	
IFNA2	1	ENSG00000188379	
HEPACAM2	1	ENSG00000188175	
MICOS10P2	1	ENSG00000270714	
MICOS10P3	1	ENSG00000224237	
MICOS10P4	1	ENSG00000248117	
MAGT1	1	ENSG00000102158	
CCDC121P1	1	ENSG00000271400	
IFNA8	1	ENSG00000120242	
CLDN22	1	ENSG00000177300	
CLDN20	1	ENSG00000171217	
CLDN25	1	ENSG00000228607	
OR4R3P	1	ENSG00000254624	
CLDN24	1	ENSG00000185758	
CLDN23	1	ENSG00000253958	
NIPAL4-DT	1	ENSG00000251405	
PGGHG	1	ENSG00000142102	
OR4R1P	1	ENSG00000255215	
RTRAFP1	1	ENSG00000225496	
RTRAFP2	1	ENSG00000225165	
CLDN11	1	ENSG00000013297	
UGDH	1	ENSG00000109814	
CLDN10	1	ENSG00000134873	
CLDN15	1	ENSG00000106404	
C2CD4D	1	ENSG00000225556	
